	director	duration_min	rating	vote_count	year	main_actors	name_rus	name_eng
1161	Кристиан Чарльз	84	5.067	196	2012	['Линдсэй Роуз Биндер', 'Джим Гэффиган']	Люби или завтра умри	Love Sick Love
1162	Мэнди Флетчер	91	5.058	442	2016	['Лулу', 'Гвендолин Кристи']	Просто потрясающе	Absolutely Fabulous: The Movie
1163	Амир Бар-Лев	0	0.0	0	2013	['Джон Бон Джови', 'Эрик Клэптон']	12-12-12	105 мин
1164	Vincent Masciale	0	5.048	366	2016	['Лукас Нефф', 'Кэйтлин Стэйси']	Корпорация «Страх»	Fear
1165	Ник Парада	89	5.044	126	2012	['Уилл Чавес', 'Бо Мэнли']	Братишка	Bro'
1166	Баатарсурэнгийн Шуудэрцэцэг	95	0.0	0	2014	['Баастын Батмэнд', 'Otgonjargal Davaasuren']	Принцесса-воин	Warrior Princess
1167	Гилберт Джон	102	0.0	0	2015	['Рене Руссо', 'Оливер Платт']	Фрэнк и Синди	Frank and Cindy
1168	Энтони Гаудиозо	107	0.0	0	2013	['Кармине Джовинаццо', 'Хэнк Харрис']	Герцог	Duke
1169	Рел Дауделл	0	0.0	0	2012	['Шон Риггз', 'Ирма П. Холл']	Замена игры	Changing the Game
1170	Каттер Ходиерне	109	0.0	0	2014	['Abdiwali Farrah', 'Эрик Годон']	Рыбалка без сетей	Fishing Without Nets
1171	Джо Линч	86	0.0	0	2017	['Стивен Ян', 'Самара Уивинг']	Погром	Mayhem
1172	Джефф Ферцейг	110	0.0	0	2016	['Дж.Т. Лерой', 'Азия Ардженто']	Автор: История Дж.Т. Лероя	Author: The JT LeRoy Story
1173	Дэвид Салцберг	105	0.0	0	2016	['Jordan Alex', 'James Tyler Brown']	Гражданин солдат	Citizen Soldier
1174	Саймон Феллоуз	101	0.0	0	2014	['Том Бенедикт Найт', 'Аманда Фернандо Стивенс']	Бог-отец	God the Father
1175	Hilljack Parks	0	0.0	0	2012	['Джон Кори Стрингер', 'Кайла Перкинс']	Nightmare Fuel	78 мин
1176	Sai Varadan	0	0.0	0	2014	['Дж.Д. Уильямс', 'Хассан Джонсон']	Американец в Голливуде	An American in Hollywood
1177	Джек Станис	0	0.0	0	2013	['Chris Kerr', 'Brianna Lilavois']	Slash	79 мин
1178	Грегг Расселл	95	0.0	0	2014	['Расселл Дархэм Комегис', 'Карен Гордон']	Вольная птица	A Free Bird
1179	Стивен Рейнольдс	93	4.974	106	2016	['Джулия Андерсон', 'Адам Коуплэнд']	Допрос	Interrogation
1180	Мэтт Купер	95	4.958	146	2016	['Андреа Андерс', 'Мэтт Пассмор']	Это пистолет у тебя в кармане?	Is That a Gun in Your Pocket?
1181	Жан-Клод Ла Марр	91	0.0	0	2015	['Роберт Ричард', 'Вивика А. Фокс']	Шоколадный город	Chocolate City
1182	Тони Гиглио	89	4.937	187	2017	['Сэм Джагер', 'Эдрианн Палики']	Спецназ: В осаде	S.W.A.T.: Under Siege
1183	Энтони Стац	98	4.933	152	2013	['Бо Бриджес', 'Хейли Уэбб']	Слабые проблески	Rushlights
1184	Дэн Мирвиш	90	4.93	80	2012	['Джулия Стайлз', 'Мелисса Джордж']	Между нами	Between Us
1185	Кадер Аид	110	0.0	0	2013	['Малик Барнхардт', 'Авелоуэнс Филлипс']	Пять тринадцать	Five Thirteen
1186	Джош С. Уоллер	92	4.916	456	2013	['Зои Белл', 'Рэйчел Николс']	Убей или умри	Raze
1187	Кенья Мур	78	0.0	0	2013	['Кенья Мур', 'Рудольф Муаз']	Ночи Гаити	Haitian Nights
1188	Абель Ван	91	4.899	164	2016	['Бонни Морган', 'Саксон Шарбино']	Осатаневший	Bedeviled
1189	Марио Ван Пиблз	0	0.0	0	2012	['Мандела Ван Пиблз', 'Симона Бэттл']	Мы – вечеринка	We the Party
1190	Уильям Кауфман	90	4.896	428	2015	['Майк Мизанин', 'Мелисса Роксбур']	Морской пехотинец 4 (видео)	The Marine 4: Moving Target
1191	Орен Муверман	120	4.88	448	2017	['Майкл Чернус', 'Тейлор Рэй Элмонта']	Ужин	The Dinner
1192	Чарльз Мэттоу	90	4.876	284	2012	['Билли Бёрк', 'Кристиан Слэйтер']	Смерть со спецэффектами	Freaky Deaky
1193	Филипп Кэлэнд	90	4.872	327	2013	['Форест Уитакер', 'Энтони Маки']	Покаяние	Repentance
1194	Эрик Херт	102	4.87	402	2013	['Марк Сингер', 'Арт ЛаФлёр']	Дом с призраками	House Hunting
1195	Алетеа Джонс	81	0.0	0	2017	['Кэтрин Аселтон', 'Тони Коллетт']	Весёлый ужин мамочек	Fun Mom Dinner
1196	Фил Клэйдон	88	4.867	111	2016	['Майкл Вартан', 'Эрин Мориарти']	Внутри	Crawlspace
1197	Энтони ДиБлази	91	4.862	89	2013	['Доун Оливери', 'Митч Райан']	Миссионер	Missionary
1198	Vladimir de Fontenay	70	4.851	90	2015	['Сэм Диллон', 'Томас Манн']	Память	Memoria
1199	Крэйг Мосс	90	0.0	0	2016	['Надин Веласкес', 'Джо Кири']	Склеп	The Charnel House
1200	Адам Коллис	104	0.0	0	2016	['Октавия Спенсер', 'Алессандра Торесон']	Гончие псы	Car Dogs
1201	Кевин МакМанус	85	0.0	0	2012	['Дилан Хэртиган', 'Алекс Мэизус']	Похоронные короли	Funeral Kings
1202	Томми Оливер	90	0.0	0	2013	['Уэйн Брэди', 'Боким Вудбайн']	1982	1982
1203	Мира Менон	100	4.829	175	2016	['Анна Ганн', 'Джеймс Пьюрфой']	Чувство справедливости	Equity
1204	Лесли Грейф	94	0.0	0	2013	['Таммин Сурсок', 'Вирджиния Уильямс']	10 правил для тех, кто спит с кем попало	10 Rules for Sleeping Around
1205	Девин МакДжинн	81	4.825	477	2012	['Джон Грайз', 'Кайл Дэвис']	Ранчо 'Скинуокер'	Skinwalker Ranch
1206	М. Блаш	96	4.823	254	2013	['Джена Мэлоун', 'Хлоя Севиньи']	Ожидание	The Wait
1207	Брэдли Руст Грэй	110	4.8	411	2012	['Джуно Темпл', 'Джексон Нин']	Джек и Дайан	Jack & Diane
1208	Джо Холлоу	90	0.0	0	2014	['Том Лодевик', 'Линни Куигли']	Ученики (видео)	Disciples
1209	Мэттью МакДаффи	93	0.0	0	2015	['Саша Питерс', 'Кейли Куоко']	Похороны Бодхи	Burning Bodhi
1210	Дэвид Салцберг	93	0.0	0	2014	['Frank Adamski', 'Ofren Arrechaga']	Осиное гнездо	The Hornet's Nest
1211	Пир Педерсен	92	4.793	140	2015	['Кэтрин Кинер', 'Антон Ельчин']	Нам здесь не место	We Don't Belong Here
1212	Руперт Глассон	81	0.0	0	2015	['Софи Лоу', 'Бо Напп']	Что хочет Лола	What Lola Wants
1213	Эухенио Санетти	85	4.788	183	2014	['Камилла Белль', 'Франсуа Арно']	Амапола	Amapola
1214	Чадд Харбольд	85	4.785	432	2012	['Брайан Питсос', 'Кристен Уиг']	Всех порву!	Revenge for Jolly!
1215	Марк Баччи	95	4.7780000000000005	61	2012	['Джордан Бриджес', 'Кейт Наута']	Стенка на стенку	Five Hours South
1216	Джордан Галлан	89	4.769	177	2015	['Луиса Краузе', 'Джемима Кёрк']	Одержимость Авы	Ava's Possessions
1217	Митчелл Алтери	78	4.768	382	2012	['Кори Кнауф', 'Сэмюэл Чайлд']	Томпсоны	The Thompsons
1218	Лаки МакКи	100	0.0	0	2017	['Джон Кьюсак', 'Эллар Колтрейн']	Я заберу твои деньги	Blood Money
1219	Томас Деккер	100	4.749	212	2016	['Рори Калкин', 'Бритт Робертсон']	Джек отправляется домой	Jack Goes Home
1220	Лоуренс Рёк	90	4.747	433	2015	['Скотт Иствуд', 'Уолтон Гоггинс']	Дьявол	Diablo
1221	Джорджо Серафини	96	4.743	258	2014	['Кунг Ле', 'Дольф Лундгрен']	Некая справедливость	A Certain Justice
1222	Джен Соска	91	4.743	245	2015	['Дин Кэйн', 'Пол Уайт']	Кровная месть	Vendetta
1223	Ричард Грэй	100	4.734	310	2014	['Джастин Лонг', 'Джерри О’Коннелл']	Внешнее сходство	The Lookalike
1224	Уильям Монахэн	93	4.732	478	2015	['Оскар Айзек', 'Гаррет Хедлунд']	Мохаве	Mojave
1225	Даррел Уит	82	4.727	221	2016	['Кирби Блисс Блэнтон', 'Рэйчел ДиПилло']	Восстановление	Recovery
1226	Патрик-Йан Полк	102	0.0	0	2014	['Моник', 'Джулиан Уокер']	Чёрный дрозд	Blackbird
1227	Эндрю Буджальски	105	4.7139999999999995	414	2015	['Гай Пирс', 'Коби Смолдерс']	Любовь, как спорт	Results
1228	Адам Бимер	83	4.695	100	2013	['Итэн Эмбри', 'Майкл Глэдис']	В безопасности	In Security
1229	Дэн Розен	77	4.6930000000000005	133	2012	['Джош Лоусон', 'Клифтон Коллинз мл.']	Халявщики	Freeloaders
1230	Кэрри Престон	84	0.0	0	2012	['Энн Хеч', 'Марсия ДеБонис']	То, что она сказала	That's What She Said
1231	Джон Стокуэлл	90	4.683	223	2016	['Ник Немет', 'Глен Джейкобс']	Обратный отсчёт	Countdown
1232	Тео Пирри	100	4.676	213	2013	['Люк Робертс', 'Джон Войт']	Темный принц	Dracula: The Dark Prince
1233	Малек Аккад	90	4.669	134	2014	['Д.Б. Суини', 'Сара Батлер']	Свободное падение	Free Fall
1234	Альберто Барбоса	87	0.0	0	2014	['Мигель Кабальеро', 'Илиана Картер']	Рыдай сейчас	Cry Now
1235	Катрин Мишон	0	0.0	0	2014	['Катрин Мишон', 'Марисса Джэрет Винокур']	Muffin Top: A Love Story	97 мин
1236	Дэвид Раунтри	0	0.0	0	2014	['Брюс Дэвисон', 'Эрин Кехилл']	108 Stitches	118 мин
1237	Роксанна Бенжамин	0	4.666	428	2017	['Натали Браун', 'Джонатан Уоттон']	XX	80 мин
1238	Киони Ваксман	101	4.656000000000001	389	2014	['Стивен Сигал', 'Виктор Уэбстер']	Хороший человек (видео)	A Good Man
1239	Клаудио Фах	100	4.656000000000001	229	2016	['Шон Патрик Флэнери', 'Том Сайзмор']	После Валькирии: Рассвет четвертого Рейха	Beyond Valkyrie: Dawn of the 4th Reich
1240	Джон Р. Леонетти	73	4.654	207	2016	['Кэти Кэссиди', 'Элизабет Хенстридж']	Волки у двери	Wolves at the Door
1241	Джефф Джанке	108	0.0	0	2017	['Калеб Томас', 'Andrew Fromer']	Шоссе на озеро Хавасу	Highway to Havasu
1242	Дэвид Х. Штейнберг	88	0.0	0	2013	['Робин Ли', 'Сэм Джагер']	Мисс Набор номера	Miss Dial
1243	Энди Палмер	90	4.636	164	2015	['Роберт Инглунд', 'Джер Бернс']	Резня в парке аттракционов	The Funhouse Massacre
1244	Арам Раппапорт	84	0.0	0	2017	['Фрэнк Грилло', 'Минни Драйвер']	Заговор на острове Джекилл	Jekyll Island
1245	Виктор Сальва	102	4.628	452	2013	['Люк Клеинтенк', 'Энтони Рей']	Дом призраков	Haunted
1246	Бренден Чэмберс	84	4.627	166	2013	['Томми Чонг', 'Чич Марин']	Недетский мульт: Укуренные	Cheech & Chong's Animated Movie
1247	Альберто Марини	81	4.617	376	2014	['Диего Бонета', 'Джоселин Донахью']	Летний лагерь	Summer Camp
1248	Брант Серсен	89	4.615	177	2013	['Дон Фанелли', 'Charlie Fersko']	Санаторий призраков	Sanatorium
1249	Том ДеНуччи	93	0.0	0	2013	['Эрик Робертс', 'Майкл Берриман']	Камера хранения	Self Storage
1250	Шон Крэхан	92	4.605	163	2016	['Ким Коутс', 'Тайлер Росс']	Офицер Доун	Officer Downe
1251	Тодд Склар	92	0.0	0	2013	['Лаура Рэмси', 'Кристофер Мелони']	Ужасно приятно	Awful Nice
1252	Даррен Грант	81	0.0	0	2016	['Риз Дэрби', 'Рик Фокс']	Убить Хассельхоффа	Killing Hasselhoff
1253	Брайан Клайд	85	4.565	169	2014	['Марк Дакаскос', 'София Пернас']	Операция 'Возмездие'	Operation Rogue
1254	Османи Родригез	97	4.564	121	2016	['Таран Киллэм', 'Гиллиан Джейкобс']	Брат-Природа	Brother Nature
1255	Дон Майкл Пол	99	4.562	233	2016	['Билли Зейн', 'Чад Коллинз']	Снайпер: Воин призрак	Sniper: Ghost Shooter
1256	Ди-Джей Пух	96	0.0	0	2017	['Малкольм МакДауэлл', 'Снуп Догг']	Дом рассады	Grow House
1257	Дэмон «Коук» Дэниелс	77	0.0	0	2012	['Девин Коуплэнд', 'Роланд Пауэлл']	Деревенское шоссе	Hillbilly Highway
1258	Киони Ваксман	92	4.545	298	2015	['Стивен Сигал', 'Байрон Манн']	Наёмник: Отпущение грехов (видео)	Absolution
1259	Скотт Вайпер	90	4.543	448	2012	['Майк Мизанин', 'Нил МакДонаф']	Морской пехотинец: Тыл (видео)	The Marine 3: Homefront
1260	Craig Efros	0	0.0	0	2014	['Майкелти Уильямсон', 'Лэнс Хенриксен']	Hollows Grove	81 мин
1261	Эндрю Дисней	0	0.0	0	2014	['Джейк Лэси', 'Никки Рид']	Intramural	100 мин
1262	Джон Стокуэлл	93	0.0	0	2017	['Уэсли Снайпс', 'Энн Хеч']	Вооружённый ответ	Armed Response
1263	Семен Райс	93	4.505	113	2014	['Расти Джойнер', 'Мюррэй Грэй']	Догонялки	Unsullied
1264	Vohn Regensburger	97	0.0	0	2016	['Крис Бруно', 'Мари Авгеропулос']	Замечательная жизнь	A Remarkable Life
1265	Элли Уокер	0	0.0	0	2015	['Джошуа Раш', 'Эдриан Гренье']	Секс, смерть и боулинг	Sex
1266	Сэм Фридлендер	99	4.495	380	2015	['Марк Фойерстин', 'Джессика Лаундс']	Суперстюард	Larry Gaye: Renegade Male Flight Attendant
1267	Роберт Дювалл	103	4.485	405	2014	['Роберт Дювалл', 'Джеймс Франко']	Дикие лошади	Wild Horses
1268	Ник Сэндоу	90	4.461	315	2013	['Патриция Аркетт', 'Майкл Империоли']	Подражатель	The Wannabe
1269	Уэймон Бун	100	4.461	117	2013	['Рэй Лиотта', 'Эмилио Ривера']	Дьявол в деталях	The Devil's in the Details
1270	Майк Янг	95	0.0	0	2014	['Майкл Рапапорт', 'Брайан Коллен']	Мой мужчина – неудачник	My Man Is a Loser
1271	Чарльз Бурмейстер	102	4.445	226	2016	['Скотт Иствуд', 'Анджела Сарафян']	Равнины Меркурия	Mercury Plains
1272	Тодор Чапканов	0	0.0	0	2014	['Стивен Ри', 'Брюс Пэйн']	Asylum	93 мин
1273	Роб Марголис	85	4.436	118	2015	['Алекса ПенаВега', 'Спенсер Грэммер']	Требуется сосед (видео)	Roommate Wanted
1274	Питер Малота	96	4.43	483	2017	['Жан-Клод Ван Дамм', 'Петер Стормаре']	Прикончи их всех	Kill'em All
1275	Джамал Хилл	89	0.0	0	2015	['Кеке Палмер', 'Кори Хардрикт']	Братская любовь	Brotherly Love
1276	Бен Браудер	100	0.0	0	2017	['Шон Эстин', 'Джина Гершон']	Плохие дети отправляются в ад 2	Bad Kids of Crestview Academy
1277	Эктор Эчаваррия	92	0.0	0	2013	['Эктор Эчаваррия', 'Дэнни Трехо']	Клетка славы	Chavez Cage of Glory
1278	Брайан Тренчард-Смит	92	4.41	207	2013	['Кьюба Гудинг мл.', 'Эммануэль Вожье']	Обман	Absolute Deception
1279	Джон Клейн	100	4.401	184	2014	['Сара Горски', 'Коул Саймон']	Куколка	Chrysalis
1280	Джим Клок	83	0.0	0	2016	['Чад Риджли', 'Майкл Буономо']	Резня в торговом проходе 12	Massacre on Aisle 12
1281	Роэль Рейн	100	0.0	0	2017	['Дэнни Трехо', 'Джейк Бьюзи']	Мертвец из Тумстоуна 2 (видео)	Dead Again in Tombstone
1282	Chad Kinkle	81	4.387	329	2013	['Шон Бриджерс', 'Лорен Эшли Картер']	Жертвенный лик	Jug Face
1283	Роберт Конуэй	81	0.0	0	2013	['Кэйн Ходдер', 'Тиффани Шепис']	Выход в ад (видео)	Exit to Hell
1284	Джастин Стил	89	4.3469999999999995	473	2014	['Джордж Идс', 'АннаЛинн МакКорд']	Двойная игра	Gutshot Straight
1285	Даниэль Харрис	80	4.343	304	2012	['Алисса Лобит', 'Дженнифер Бланк']	Среди друзей	Among Friends
1286	Марк Форстер	110	0.0	0	2016	['Блейк Лайвли', 'Джейсон Кларк']	Вижу лишь тебя	All I See Is You
1287	Марина Зенович	0	0.0	0	2013	['Дэвид Бэнкс', 'Рона Баррет']	Ричард Прайор: Опустим логику	Richard Pryor: Omit the Logic
1288	Питер Салливан	88	0.0	0	2014	['Дженнифер Стоун', 'Джанел Пэрриш']	Одержимость в старшей школе (ТВ)	High School Possession
1289	Чоис Скиннер	106	0.0	0	2015	['Кристофер Тернер', 'Эрин Кехилл']	Корпорация 'Уингман'	Wingman Inc.
1290	Дэмион Стефенс	0	0.0	0	2013	['Бен Сэвидж', 'Анна Фейл']	Peace and Riot	
1291	Вахик Пирхамзей	86	0.0	0	2014	['Вахик Пирхамзей', 'Боким Вудбайн']	Ангел-хранитель	Guardian Angel
1292	Джорджо Серафини	97	4.328	487	2013	['Дольф Лундгрен', 'Винни Джонс']	Гонка	Ambushed
1293	Мэтт Эскандари	80	4.322	185	2013	['Бай Лин', 'Уоррен Коул']	Игра для убийц	The Gauntlet
1294	Стивен С. Миллер	92	4.293	286	2017	['Николас Кейдж', 'Джон Кьюсак']	Арсенал	Arsenal
1295	Аластер Орр	86	4.293	199	2014	['Zachary Soetenga', 'Линдси МакКеон']	Местный	Indigenous
1296	Майкл Уинник	106	0.0	0	2016	['Стивен Сигал', 'Крэйг Шеффер']	Кодекс чести	Code of Honor
1297	Роберт Кирбисон	87	4.275	320	2013	['Николь Гэйл Андерсон', 'Джон Биллингсли']	Красная линия	Red Line
1298	Ник Кэннон	85	4.272	180	2014	['Патрик Варбертон', 'Уилмер Вальдеррама']	Школа танца	School Dance
1299	Фабрицио Конте	87	0.0	0	2015	['Джерри Феррара', 'Дэнни А. Абекейзер']	Клубная жизнь	Club Life
1300	Эдди Дюран	81	0.0	0	2013	['Фрэнки Джи', 'Джеффри Де Серрано']	36 святых	36 Saints
1301	Ричард Габай	92	0.0	0	2017	['Джексон Рэтбоун', 'Стивен Лэнг']	Правосудие	Justice
1302	Nicolas Aaron Mezzanatto	80	0.0	0	2014	['Кристина Анапау', 'Джеймс С. Бёрнс']	Блэкджеки	BlackJacks
1303	Донна Робинсон	83	4.221	84	2015	['Эвер Кэррадайн', 'Мишель Хикс']	Приключения Битл	The Adventures of Beatle
1304	Сури Кришнамма	80	4.212	81	2012	['Мелани Гриффит', 'Майкл Кудлиц']	Путешественник скорби	The Grief Tourist
1305	Дэвид Мун	108	4.187	250	2013	['Рэйчел Мари Льюис', 'Кристиан Оливер']	Дом добра и зла	House of Good and Evil
1306	А.Д. Кальво	74	4.18	132	2013	['Рени Олстэд', 'Шелби Янг']	Полуночная игра	The Midnight Game
1307	Алехо Мо-Сан	105	4.171	499	2012	['Уэс Бентли', 'Джессика Зор']	Павшая империя	Hirokin
1308	Daniel Park	0	0.0	0	2015	['Ронда Олдрич', 'Стив Бирн']	Ktown Cowboys	81 мин
1309	Скотт Донован	89	4.158	87	2012	['Кэри-Хироюки Тагава', 'Джефф Вульф']	Черная кобра (видео)	When the Cobra Strikes
1310	Киони Ваксман	87	4.149	176	2016	['Стивен Сигал', 'Флорин Пьерсик мл.']	Под прицелом	End of a Gun
1311	Алекс Меркин	88	4.145	198	2017	['Дениз Ричардс', 'Джонатан Липники']	Высота	Altitude
1312	Брэм Коппенс	90	4.143	190	2016	['Уэс Бентли', 'Джейми Александер']	Нарушенные обеты	Broken Vows
1313	Тим Мартин	79	0.0	0	2012	['Камилль Бальзамо', 'Аманда Бек']	Паразит	Parasitic
1314	Адам Голдберг	90	4.138999999999999	254	2013	['Гиллиан Джейкобс', 'Эмили Осмент']	Ни за что, Хосе	No Way Jose
1315	Роэль Рейн	90	4.135	267	2015	['Рэнди Ортон', 'Эрик Робертс']	Приговорённые 2: Охота в пустыне (видео)	The Condemned 2
1316	Тимоти Вудворд мл.	80	0.0	0	2016	['Джонни Месснер', 'Винни Джонс']	Списанный в резерв	Decommissioned
1317	Брэндон Натт	90	4.127	369	2012	['Рэнди Кутюр', 'Винни Джонс']	Угнанный	Hijacked
1318	Мэттью А. Браун	95	4.113	252	2014	['Эшли С. Уильямс', 'Тахина Тоцци-МакМанус']	Джулия	Julia
1319	Ник Уайсс	81	0.0	0	2015	['Ник П. Росс', 'Дж.Р. Рамирез']	Пьяная свадьба	Drunk Wedding
1320	Майкл Кехо	90	0.0	0	2017	['Sarah Davenport', 'Эндрю Дивофф']	Ненависть	The Hatred
1321	Ник Саймон	95	4.075	372	2015	['Кэл Пенн', 'Клаудия Ли']	Девушка на фотографиях	The Girl in the Photographs
1322	Джеффри Дж. Хант	85	4.069	200	2016	['Сара Хайланд', 'Стивен Крюгер']	Сатанинский	Satanic
1323	Стивен С. Миллер	88	4.0680000000000005	236	2012	['Джонни Уэстон', 'Гэттлин Гриффит']	Под кроватью	Under the Bed
1324	Майкл А. Пинкни	86	0.0	0	2012	['Джеймс МакДэниэл', 'Майкл Мосли']	Ты никто, пока тебя не убили	You're Nobody 'til Somebody Kills You
1325	Джейкоб Куни	90	4.066	248	2017	['Том Сайзмор', 'Джордан Лэдд']	План ограбления	Blue Line
1326	Джон Стокуэлл	96	4.0489999999999995	294	2014	['Скотт Мехловиц', 'Альфонсо МакОли']	Всем нужна Кэт 2	Cat Run 2
1327	Патрик Ри	82	4.027	329	2013	['Эрин МакГрейн', 'Meg Saricks']	Грызущий ногти	Nailbiter
1328	Дон Майкл Пол	100	4.0169999999999995	386	2012	['Том Сайзмор', 'Чад Коллинз']	Отряд героев (видео)	Company of Heroes
1329	Роэль Рейн	98	4.016	258	2014	['Том Сайзмор', 'Лекс Шрэпнел']	Команда восемь: В тылу врага (видео)	Seal Team Eight: Behind Enemy Lines
1330	Damien Lay	97	0.0	0	2016	['Крис Клейн', 'Виктория Саммер']	Игра асов	Game of Aces
1331	Брайан Рамирес	100	0.0	0	2013	['Джереми Рэй Валдез', 'Уолтер Перес']	Миссия 'Парк'	Line of Duty
1332	Андретти Данте	91	0.0	0	2012	['Дезри Элида', 'Шавша Израэль']	Книга 1000 смертей	Book of 1000 Deaths
1333	Тарон Лекстон	93	0.0	0	2017	['Мария Белло', 'Ксения Соло']	В поисках Феллини	In Search of Fellini
1334	Enid Zentelis	81	0.0	0	2013	['Мелисса Лео', 'Марин Айрлэнд']	Взаперти	Bottled Up
1335	Чарли Хадлстон	0	0.0	0	2015	['Drew Connick', 'Мишель Мартин']	Blue	97 мин
1336	Юха Вуолиоки	80	0.0	0	2014	['Берт Янг', 'Брендан Фер']	Закон Зары	Zarra's Law
1337	John Beaton Hill	0	0.0	0	2015	['Дэвид Кули', 'Брайан Сканнелл']	The Wolves of Savin Hill	100 мин
1338	Марк Левин	0	0.0	0	2015	['André Douglas Pond Cummings', '842844']	Freeway: Crack in the System	103 мин
1339	Джек Станис	0	0.0	0	2014	['Pamela Ray Argandona', 'Michael Berdon']	Slash 2	170 мин
1340	Джеймс Сеттлс	0	0.0	0	2013	['Джастин Грэйс', 'Джек Малкэи']	Reunion 108	118 мин
1341	Chris Commons	6	0.0	0	2012	['Марк Кардуччи', 'Александр Ниметц']	Коренгал	Korengal
1342	Daryush Shokof	0	0.0	0	2012	['Афшин Ахаван', 'Audibert Karlstedt Anthony Michael Dalip Hagen']	Strange, Stranger	95 мин
1343	Джек Л. Янг	0	0.0	0	2012	['Ник Лейнг', 'Melissa Revels']	The Darkening	98 мин
1344	Спенсер Парсонс	83	3.9610000000000003	145	2012	['Джонни Марс', 'Жозефин Декер']	Спокойной ночи, малыши	Saturday Morning Massacre
1345	Предраг Антониевич	86	3.952	117	2013	['Ребекка Да Коста', 'Майло Вентимилья']	На грани безумия	Breaking at the Edge
1346	Ховард Голдберг	100	0.0	0	2013	['Элиас Котеас', 'Дженнифер Джейсон Ли']	Джейк в квадрате	Jake Squared
1347	Трей Хейли	93	0.0	0	2015	['Ламман Ракер', 'Кристиан Кийес']	Парень из комнаты 3Б	The Man in 3B
1348	Lance Dumais	75	0.0	0	2012	['Мариэль Гомсруд', 'Дэвид Новак']	Арминель	Armynel
1349	Виктор Кинас	0	0.0	0	2012	['Филип Кинас', 'Элисон Файри']	Periods.	72 мин
1350	Ричард Габай	89	0.0	0	2013	['Элизабет Рём', 'Сэмюэл Пейдж']	В темноте (ТВ)	In the Dark
1351	Сара Смик	94	0.0	0	2014	['Райан Хансен', 'Джеймс Иммекус']	Смерть в Фейсбуке	Friended to Death
1352	Powell Robinson	82	3.852	133	2015	['Ребека Кеннеди', 'Эллис Грир']	Ублюдок	Bastard
1353	Гилберт Джон	93	3.843	447	2017	['Ману Беннетт', 'Малкольм МакДауэлл']	Смертельные гонки 2050	Death Race 2050
1354	Гленн Уитроу	90	3.8169999999999997	164	2012	['Халли Тодд', 'Томас Уилсон Браун']	Швартовка	The Mooring
1355	ЛазРаэль Лисон	95	3.8089999999999997	192	2014	['Джадд Нельсон', 'Том Сайзмор']	Отдельный номер	Private Number
1356	Крис В. Фриман	103	3.8089999999999997	117	2012	['Томас Дауни', 'Эд О’Росс']	Резня женщин	Sorority Party Massacre
1357	Майкл Марен	94	0.0	0	2014	['Эммануэль Шрики', 'Брайан Гринберг']	Короткая история распада	A Short History of Decay
1358	Хэнк Брэкстэн	89	3.798	267	2015	['Джеймс Римар', 'Шерилин Фенн']	Неестественный	Unnatural
1359	Бен Пейсер	84	3.79	261	2013	['Карлос Сантос', 'Х.Р. Вильярреаль']	Охотники за духами	Ghost Team One
1360	Закари Адлер	82	3.784	149	2016	['Таран Киллэм', 'Бруклин Декер']	Случайные связи	Casual Encounters
1361	Райан Литтл	91	3.783	396	2015	['Люк Госс', 'Дольф Лундгрен']	Боевые свиньи	War Pigs
1362	Мэтт Л. Локхарт	94	3.782	244	2012	['Джейсон Мьюз', 'Ричард Рили']	Рыбаки	The Watermen
1363	Р. Эллис Фрэзиер	91	3.78	68	2013	['Люк Госс', 'Коул Хаузер']	Смертельное падение (видео)	Dead Drop
1364	Кевин Каррауэй	88	3.7769999999999997	94	2015	['Майкл Джей Уайт', 'Макс Райан']	Эффект эха	Echo Effect
1365	Джош Беар	105	3.77	296	2015	['Майкл Мэдсен', 'Сиара Флинн']	Дровосек	Lumberjack Man
1366	Патрик Дархэм	98	0.0	0	2017	['Брайан Остин Грин', 'Дэнни Трехо']	Крест. Часть вторая: Двойной обман	Cross Wars
1367	Эндрю П. Джонс	85	3.7680000000000002	118	2014	['Джеффри Джонсон', 'Линара Вашингтон']	Будто призрак	Apparitional
1368	Мики Китинг	89	3.758	131	2013	['Ларри Фессенден', 'Дерек Филлипс']	Ритуал	Ritual
1369	Джордан МакКлюр	88	0.0	0	2013	['Билл Оберст мл.', 'Ханна Левиен']	Дети горя	Children of Sorrow
1370	Лэнс Фрэнк	89	3.728	108	2013	['Джерод Миксон', 'Джамал Миксон']	Белая футболка	White T
1371	Теди Сарафьян	94	0.0	0	2014	['Кристина Анапау', 'Марк Гапка']	Алтергейст	Altergeist
1372	Джейсон Куадрадо	84	0.0	0	2013	['Корри Инглиш', 'Тайлер Мэйн']	Дьявол позвонит	Devil May Call
1373	Джон Мэллори Ашер	81	3.7119999999999997	291	2015	['Ли Тергесен', 'Рено Уилсон']	Кучерявая заложница	Tooken
1374	Роберт Холл	95	3.693	373	2015	['Роберт Инглунд', 'Фиона Дуриф']	Клиника страха	Fear Clinic
1375	Стефон Стюарт	82	3.673	133	2012	['Стефон Стюарт', 'Davee Youngblood']	Земля снежного человека	Bigfoot County
1376	Джастин Пол Риттер	88	0.0	0	2012	['Мария Олсен', 'Маршал Хилтон']	Удивительные приключения живого трупа	The Amazing Adventures of the Living Corpse
